"nama","gender","usia","area","ses","user_ts","user_ns","tom","unaided_1","unaided_2","unaided_3"
"el-Farra, Umar","F","21 - 25 th","PUMA","Super","ya","tidak","net","mnc tv","sctv","inews"
"Chavez, Jazmine","F","21 - 25 th","Jatim","Super","ya","tidak","trans7","net","sctv","rcti"
"Tobey, Reginald","F","21 - 25 th","Sulawesi","Super","tidak","ya","mnc tv","trans7","sctv","net"
"Heidrich, Raelina","F","26 - 30 th","Jabar","Super","tidak","ya","mnc tv","trans7","net","inews"
"Elizondo, Matthew","F","21 - 25 th","Jabodetabek","Mid","ya","ya","net","trans7","mnc tv","rcti"
"Douglas, Marcus","F","11 - 15 th","Jabar","Up1","ya","ya","inews","tv one","rcti","net"
"Stuemky, Madisen","M","11 - 15 th","Sulawesi","Super","tidak","ya","inews","net","trans7","sctv"
"Adame, Ana","M","> 30 th","Jabodetabek","Super","tidak","ya","mnc tv","inews","rcti","sctv"
"el-Ashraf, Wadee'a","F","21 - 25 th","Jabodetabek","Super","tidak","ya","trans tv","rcti","mnc tv","inews"
"Criswell, Suleka","F","16 - 20 th","Jabar","Up1","tidak","ya","trans tv","net","tv one","rcti"
"Boyd, Tylan","M","26 - 30 th","Sulawesi","Super","ya","ya","rcti","mnc tv","inews","sctv"
"el-Mohammad, Raaid","M","21 - 25 th","BARA","Mid","ya","ya","net","trans tv","trans7","mnc tv"
"Eckhardt, Tanner","M","16 - 20 th","Jabodetabek","Mid","ya","ya","net","mnc tv","rcti","trans7"
"Reece, Temesgen","F","16 - 20 th","Jabodetabek","Super","tidak","ya","indosiar","inews","sctv","mnc tv"
"Fisher, Amanda","M","26 - 30 th","Sulawesi","Mid","ya","ya","trans7","tv one","trans tv","inews"
"De Klerk, Kylie","F","21 - 25 th","PUMA","Mid","ya","ya","net","trans7","inews","sctv"
"Billie, Audrey","F","16 - 20 th","Kalimantan","Mid","ya","tidak","inews","sctv","tv one","net"
"Oates, Anissa","M","16 - 20 th","Jateng","Super","tidak","ya","sctv","net","rcti","inews"
"Bribiesca Solis, Jodeci","M","16 - 20 th","Jatim","Mid","ya","tidak","indosiar","trans7","net","sctv"
"Wommack, Mikaela","M","21 - 25 th","Jabar","Super","ya","tidak","sctv","tv one","trans7","net"
"al-Samad, Abdur Rahmaan","M","21 - 25 th","PUMA","Mid","ya","tidak","trans tv","rcti","net","inews"
"Dang, Izabel","F","16 - 20 th","SUM 1","Up1","ya","ya","trans tv","mnc tv","net","indosiar"
"el-Aboud, Tareef","M","21 - 25 th","Jateng","Mid","ya","tidak","net","trans7","mnc tv","rcti"
"Mohseni, Theo","M","21 - 25 th","BARA","Up1","tidak","ya","trans7","inews","rcti","sctv"
"Vigil, Deonna","F","21 - 25 th","Jabodetabek","Mid","ya","ya","trans tv","net","sctv","indosiar"
"el-Hallal, Asad","M","26 - 30 th","Jabar","Up1","tidak","ya","trans tv","sctv","rcti","trans7"
"Nava, Mariamawit","F","26 - 30 th","Jabodetabek","Super","ya","ya","tv one","trans7","sctv","mnc tv"
"Lohrenz, Zachery","M","11 - 15 th","Jabodetabek","Mid","ya","ya","net","mnc tv","tv one","trans7"
"al-Ansari, Haafiza","M","26 - 30 th","SUM 2","Super","ya","ya","trans tv","net","trans7","rcti"
"Zhen, David","M","21 - 25 th","PUMA","Mid","tidak","ya","net","inews","trans tv","trans7"
"el-Kassem, Hanoona","F","21 - 25 th","Sulawesi","Up1","ya","ya","net","sctv","mnc tv","inews"
"Cotonuts, Scott","F","21 - 25 th","Jabodetabek","Mid","tidak","ya","net","trans7","mnc tv","sctv"
"Wolfchief, Jason","F","26 - 30 th","Sulawesi","Mid","ya","ya","trans7","net","trans tv","sctv"
"Dorantes, Edward","M","26 - 30 th","PUMA","Mid","ya","tidak","sctv","trans tv","net","inews"
"Jennings, Anne","M","26 - 30 th","PUMA","Up2","tidak","ya","trans tv","rcti","mnc tv","inews"
"al-Hasan, Yaasir","M","> 30 th","Kalimantan","Up1","tidak","ya","trans7","net","trans tv","tv one"
"Wyatt, Heather","F","26 - 30 th","SUM 1","Mid","tidak","ya","inews","rcti","sctv","indosiar"
"Holman, Hallahji","F","26 - 30 th","SUM 2","Up1","tidak","tidak","mnc tv","net","inews","trans7"
"Locher, Britt","F","> 30 th","SUM 2","Up1","ya","ya","inews","trans tv","trans7","mnc tv"
"Navarro-Becerra, Faviola","F","16 - 20 th","Sulawesi","Mid","ya","ya","net","trans tv","indosiar","trans7"
"Griffith, Andrew","M","21 - 25 th","Jabodetabek","Up2","tidak","ya","mnc tv","trans7","net","trans tv"
"Nguyen, Lauren","F","26 - 30 th","PUMA","Super","ya","ya","net","sctv","mnc tv","trans7"
"Kull, Aby","F","26 - 30 th","BARA","Up2","tidak","ya","sctv","indosiar","inews","mnc tv"
"Hassanzadeh Oghan, Tyler","M","> 30 th","Jatim","Mid","ya","ya","net","indosiar","trans7","trans tv"
"Pitt, Susanna","F","26 - 30 th","PUMA","Up1","tidak","ya","trans tv","net","sctv","trans7"
"Siers, Matea","M","16 - 20 th","Jabodetabek","Up2","tidak","ya","mnc tv","inews","trans7","indosiar"
"Frederick, Savanna","M","21 - 25 th","Jatim","Up2","tidak","ya","trans7","net","inews","tv one"
"Gerken, Gustavo","F","21 - 25 th","Jateng","Super","ya","ya","net","trans7","trans tv","sctv"
"Williams, Wardi","F","11 - 15 th","Jatim","Mid","tidak","ya","tv one","trans7","net","rcti"
"Philip, Mattjoo","M","16 - 20 th","Jabodetabek","Up2","tidak","ya","indosiar","trans7","net","trans tv"
"Chapman, Braelah","M","21 - 25 th","SUM 2","Up2","ya","ya","trans7","sctv","indosiar","net"
"el-Dajani, Haazima","F","11 - 15 th","Jatim","Up2","ya","ya","net","indosiar","trans7","rcti"
"Left Hand Bull, Jennifer","F","16 - 20 th","Kalimantan","Up1","tidak","ya","indosiar","net","rcti","trans7"
"Melamed, Debra","M","11 - 15 th","SUM 1","Up1","tidak","ya","trans7","sctv","inews","rcti"
"el-Sawaya, Hamda","F","11 - 15 th","Jatim","Mid","ya","ya","mnc tv","net","inews","rcti"
"Annan, Kenneth","F","> 30 th","Sulawesi","Up2","tidak","tidak","trans tv","trans7","rcti","tv one"
"Mckay, Samuel","F","26 - 30 th","Kalimantan","Super","tidak","ya","trans tv","rcti","trans7","net"
"Finley, Ian","F","26 - 30 th","Jatim","Super","tidak","ya","trans tv","sctv","net","trans7"
"Abrams, Tony","M","26 - 30 th","Jateng","Up2","ya","tidak","mnc tv","trans7","sctv","inews"
"Greenlow, Herbert","M","26 - 30 th","Jatim","Up1","ya","ya","rcti","trans7","trans tv","net"
"Jones, Olivia","M","26 - 30 th","BARA","Super","tidak","ya","trans7","rcti","net","trans tv"
"Brunner, Joshua","M","26 - 30 th","Jabar","Mid","tidak","ya","sctv","trans7","inews","indosiar"
"Kromah, Bobby","F","26 - 30 th","Jabodetabek","Mid","ya","tidak","trans tv","rcti","mnc tv","inews"
"Goering-Moore, Ereg","F","26 - 30 th","Jabodetabek","Mid","ya","ya","trans7","trans tv","net","inews"
"Martinez, Sugey","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","net","trans7","rcti","sctv"
"Brooks, Devin","F","26 - 30 th","Jateng","Super","tidak","ya","inews","trans7","sctv","trans tv"
"Kunzman, Anthony","M","21 - 25 th","SUM 2","Up1","tidak","ya","trans7","net","inews","sctv"
"Valentine, Erika","F","21 - 25 th","Jabar","Up1","tidak","ya","net","inews","trans7","trans tv"
"Paradeis, Adam","M","21 - 25 th","Jabodetabek","Mid","ya","ya","net","trans7","inews","trans tv"
"Fairbanks, Gabriel","M","11 - 15 th","Kalimantan","Mid","ya","ya","trans tv","sctv","trans7","inews"
"Colunga, Nidesh","M","21 - 25 th","Sulawesi","Mid","tidak","ya","inews","mnc tv","sctv","net"
"el-Abdou, Mayyaada","M","11 - 15 th","Jateng","Mid","ya","tidak","net","sctv","mnc tv","trans tv"
"Fluellen, Nyree","M","21 - 25 th","Jabar","Mid","tidak","ya","trans tv","trans7","inews","tv one"
"Altamirano, Alan","M","26 - 30 th","Jabar","Mid","tidak","tidak","sctv","trans tv","net","trans7"
"Hinton, Martin","M","11 - 15 th","Kalimantan","Up1","ya","ya","sctv","net","mnc tv","inews"
"Hutchinson, Catherine","F","21 - 25 th","Jateng","Up1","tidak","ya","trans tv","net","sctv","rcti"
"el-Mohammadi, Manaara","F","16 - 20 th","PUMA","Mid","ya","ya","inews","trans7","trans tv","net"
"Generalao, Alec","F","21 - 25 th","PUMA","Up1","ya","ya","tv one","trans7","net","rcti"
"Deneice, Samuel","F","26 - 30 th","SUM 2","Up1","tidak","ya","sctv","mnc tv","rcti","trans tv"
"Martinez, Kristabel","F","16 - 20 th","Jabodetabek","Up1","ya","ya","trans tv","indosiar","net","inews"
"el-Aly, Tharwa","M","26 - 30 th","BARA","Super","tidak","ya","mnc tv","trans7","net","tv one"
"Lehi, Emily","F","> 30 th","PUMA","Up1","ya","ya","sctv","net","rcti","trans7"
"Jones, Devon","F","21 - 25 th","BARA","Mid","ya","ya","net","indosiar","trans tv","rcti"
"al-Saab, Haafiza","M","11 - 15 th","Sulawesi","Super","tidak","tidak","mnc tv","inews","trans7","net"
"Acosta, Andreas","M","21 - 25 th","Jabodetabek","Up2","ya","ya","mnc tv","trans tv","trans7","rcti"
"Wang, Tony","F","21 - 25 th","SUM 2","Up1","ya","tidak","inews","mnc tv","net","trans tv"
"Holiday, Michael","F","26 - 30 th","Jabar","Super","tidak","tidak","trans tv","net","sctv","rcti"
"Diller, Chinmay","M","26 - 30 th","SUM 2","Mid","ya","ya","inews","net","mnc tv","trans tv"
"Truong, Von","M","16 - 20 th","Jateng","Up1","ya","ya","inews","mnc tv","trans7","indosiar"
"Sheppard, April","F","21 - 25 th","Sulawesi","Up1","ya","ya","net","inews","sctv","mnc tv"
"Cooling, Korina","M","16 - 20 th","Jatim","Super","ya","ya","net","mnc tv","trans tv","inews"
"Hildebrand, Alexis","F","26 - 30 th","Jateng","Up1","ya","tidak","sctv","net","mnc tv","trans tv"
"Arguello, Christopher","F","21 - 25 th","PUMA","Mid","ya","ya","trans7","net","rcti","trans tv"
"Lau, Amanda","M","26 - 30 th","Jabar","Super","ya","ya","net","trans7","rcti","trans tv"
"Kabotie, Gabriella","F","26 - 30 th","Jateng","Mid","tidak","ya","mnc tv","inews","sctv","net"
"Alvarado, Kevin","M","11 - 15 th","Kalimantan","Super","tidak","tidak","net","rcti","sctv","trans7"
"Wood, Kimani","M","16 - 20 th","Jateng","Super","tidak","ya","sctv","mnc tv","trans tv","trans7"
"Spoor, Kaleb","M","> 30 th","Jateng","Mid","tidak","ya","trans7","trans tv","inews","rcti"
"el-Latif, Uwais","F","21 - 25 th","BARA","Mid","ya","ya","rcti","indosiar","trans7","net"
"Rodriguez, Tiffany","M","> 30 th","Kalimantan","Super","ya","ya","inews","tv one","trans tv","rcti"
"el-Sham, Fawzaana","M","> 30 th","Jabodetabek","Up2","ya","ya","rcti","indosiar","net","trans7"
"Tran, Kyle","F","16 - 20 th","Jabodetabek","Up1","ya","ya","sctv","inews","net","trans tv"
"Ogbazghi, Shelbie","F","26 - 30 th","Jatim","Mid","ya","ya","net","inews","mnc tv","trans7"
"el-Dia, Fawwaaz","F","26 - 30 th","Jatim","Mid","tidak","ya","trans tv","trans7","net","sctv"
"Freeland, Sabrina","M","21 - 25 th","Jabar","Up1","ya","ya","trans7","net","indosiar","trans tv"
"Gargala, Corey","F","26 - 30 th","Jateng","Mid","tidak","ya","sctv","tv one","indosiar","trans tv"
"Herring, Naomi","M","21 - 25 th","BARA","Up1","ya","ya","trans7","net","mnc tv","sctv"
"el-Kaber, Saabir","F","16 - 20 th","Kalimantan","Up1","ya","ya","rcti","tv one","inews","net"
"Nysather, Kinsey","F","> 30 th","Jabodetabek","Mid","tidak","tidak","rcti","sctv","indosiar","trans7"
"al-Malak, Mahmooda","F","21 - 25 th","Jatim","Mid","ya","ya","trans7","inews","trans tv","net"
"Chavez-Franco, Adrian","F","21 - 25 th","Kalimantan","Super","tidak","ya","trans tv","trans7","net","inews"
"Korbe, Sarah","F","> 30 th","SUM 2","Super","ya","ya","trans7","mnc tv","rcti","sctv"
"al-Agha, Zain","M","> 30 th","Jabodetabek","Up1","tidak","tidak","trans tv","tv one","rcti","mnc tv"
"Oreskovich, Cora","F","> 30 th","Jabar","Mid","ya","ya","net","sctv","mnc tv","trans7"
"Campos, Ismael","M","11 - 15 th","PUMA","Super","tidak","tidak","trans7","net","trans tv","sctv"
"Medina, Cody","F","21 - 25 th","PUMA","Up1","tidak","tidak","net","tv one","trans7","trans tv"
"el-Karimi, Muneer","F","21 - 25 th","SUM 2","Mid","tidak","ya","sctv","net","tv one","trans tv"
"Rhee, Tyler","M","21 - 25 th","Jabodetabek","Mid","tidak","ya","sctv","tv one","net","inews"
"Alarid, Alisya","F","16 - 20 th","Jateng","Super","ya","ya","indosiar","rcti","trans7","mnc tv"
"Mock, Wahida","F","11 - 15 th","PUMA","Mid","ya","tidak","net","inews","indosiar","trans7"
"Mcpeak, Tristan","M","26 - 30 th","Jabodetabek","Mid","ya","ya","net","sctv","trans7","trans tv"
"al-Rasheed, Sumbula","M","21 - 25 th","Jabodetabek","Super","ya","ya","inews","trans7","net","sctv"
"al-Meer, Anbara","M","> 30 th","Jatim","Mid","ya","ya","trans tv","mnc tv","indosiar","net"
"Gonzales, Daniel","F","21 - 25 th","Jabodetabek","Up1","ya","ya","rcti","trans7","sctv","trans tv"
"Kwon, Ian","M","> 30 th","Jatim","Mid","ya","ya","inews","trans7","net","sctv"
"Holguin Leon, Anthony","M","21 - 25 th","SUM 1","Mid","tidak","ya","net","inews","trans tv","trans7"
"Han, Keane","M","26 - 30 th","Jateng","Mid","ya","tidak","sctv","net","trans tv","trans7"
"Clarke, Mistor","F","11 - 15 th","Jateng","Mid","ya","ya","trans7","net","inews","indosiar"
"el-Hosein, Anbara","F","21 - 25 th","PUMA","Mid","ya","ya","indosiar","trans tv","mnc tv","trans7"
"Gist, Alix","F","21 - 25 th","SUM 1","Mid","ya","tidak","inews","tv one","net","indosiar"
"Bradshaw, Colby","F","11 - 15 th","Jabodetabek","Up1","tidak","ya","trans tv","sctv","net","rcti"
"Waltke, Britney","M","26 - 30 th","SUM 1","Mid","ya","tidak","indosiar","sctv","rcti","mnc tv"
"el-Azam, Maimoona","M","26 - 30 th","Jateng","Super","tidak","ya","sctv","inews","rcti","net"
"Rundle, Saige","M","11 - 15 th","Jateng","Mid","ya","ya","rcti","net","indosiar","sctv"
"Quin, Natalie","M","26 - 30 th","BARA","Super","ya","ya","inews","tv one","trans tv","mnc tv"
"Guldy, Madison","M","26 - 30 th","PUMA","Up2","tidak","ya","net","trans tv","mnc tv","sctv"
"Ochoa-Fernandez, Eduardo","M","21 - 25 th","Jateng","Mid","tidak","ya","mnc tv","trans7","trans tv","indosiar"
"Brewer, Karissa","F","16 - 20 th","Jabar","Mid","tidak","tidak","tv one","trans7","net","inews"
"Emrick, Chelsea","M","21 - 25 th","PUMA","Up1","tidak","ya","net","sctv","trans tv","tv one"
"Franklin, Amber","M","21 - 25 th","Jatim","Up2","tidak","tidak","trans7","mnc tv","tv one","net"
"Chen, Peter","M","21 - 25 th","Jabodetabek","Mid","tidak","ya","trans tv","sctv","inews","net"
"el-Waheed, Aatifa","M","21 - 25 th","SUM 1","Mid","tidak","tidak","inews","trans tv","trans7","sctv"
"Bird, Tyrel","F","> 30 th","Jabodetabek","Mid","ya","ya","indosiar","net","sctv","tv one"
"O'Dell, Ashley","M","21 - 25 th","Jateng","Up1","tidak","ya","mnc tv","net","trans7","inews"
"Nunez, Ivette","F","21 - 25 th","Jatim","Super","ya","ya","net","sctv","trans tv","rcti"
"Ramirez, Luis","F","21 - 25 th","PUMA","Up2","tidak","ya","trans7","indosiar","net","rcti"
"Moselina, Jeffrey","M","21 - 25 th","Kalimantan","Super","ya","ya","net","trans tv","indosiar","mnc tv"
"el-Hasan, Mubaaraka","F","16 - 20 th","Jabodetabek","Mid","ya","ya","inews","sctv","net","indosiar"
"al-Omer, Muhsin","M","21 - 25 th","SUM 1","Mid","tidak","tidak","inews","trans tv","mnc tv","net"
"Schneider, Cami","M","16 - 20 th","PUMA","Super","tidak","tidak","sctv","net","mnc tv","inews"
"Espinoza, Christiana","M","26 - 30 th","PUMA","Mid","tidak","ya","rcti","sctv","inews","trans tv"
"el-Abbasi, Khaleel","F","21 - 25 th","PUMA","Up1","ya","ya","sctv","trans7","trans tv","mnc tv"
"Jensen, Bria","F","16 - 20 th","Sulawesi","Up1","ya","ya","net","trans7","inews","sctv"
"Guill, Renita","F","21 - 25 th","Sulawesi","Up1","tidak","ya","mnc tv","net","rcti","trans7"
"Turner, Charles","M","21 - 25 th","Jabodetabek","Mid","tidak","ya","rcti","trans7","trans tv","net"
"John, Parker","M","21 - 25 th","Jabar","Up1","ya","ya","trans tv","trans7","rcti","mnc tv"
"el-Abdul, Sadeeqa","M","16 - 20 th","PUMA","Up2","ya","ya","trans7","sctv","net","trans tv"
"Clary, Jonathan","F","16 - 20 th","SUM 1","Up1","tidak","ya","mnc tv","rcti","indosiar","trans tv"
"al-Mahmoud, Aqeel","F","21 - 25 th","Jateng","Mid","ya","ya","inews","rcti","net","sctv"
"Morrison, Myong","F","21 - 25 th","Jabodetabek","Up1","ya","ya","trans7","trans tv","mnc tv","net"
"al-Hares, Sahheeda","F","21 - 25 th","PUMA","Up1","ya","ya","tv one","net","rcti","sctv"
"Amos, Zaquin","F","11 - 15 th","PUMA","Mid","ya","ya","tv one","trans7","sctv","rcti"
"el-Khawaja, Tahleela","F","16 - 20 th","Jabodetabek","Up1","ya","tidak","trans tv","net","indosiar","rcti"
"Gomez, Jose","M","26 - 30 th","Jabar","Up2","tidak","tidak","net","trans tv","indosiar","trans7"
"Khuu, Bruce","M","> 30 th","SUM 2","Mid","ya","tidak","net","mnc tv","indosiar","sctv"
"Tafoya-Romero, Elijah","F","21 - 25 th","Jatim","Mid","ya","ya","inews","net","trans tv","rcti"
"Zimmermann, Nicole","M","21 - 25 th","SUM 2","Up1","ya","tidak","inews","trans7","sctv","rcti"
"Hose, Zachary","F","26 - 30 th","PUMA","Mid","ya","ya","sctv","trans7","net","rcti"
"Christmas, Sean","M","26 - 30 th","SUM 2","Mid","ya","ya","trans tv","sctv","trans7","rcti"
"al-Ben, Mufeed","M","16 - 20 th","Jabodetabek","Mid","ya","ya","mnc tv","trans tv","net","sctv"
"Marfizo, Mercedes","F","16 - 20 th","Jateng","Mid","tidak","ya","trans7","trans tv","net","sctv"
"Mize, Austin","M","21 - 25 th","Jabodetabek","Super","tidak","ya","net","sctv","trans tv","trans7"
"Montellano-Rodriguez, Benedict","M","21 - 25 th","Sulawesi","Up2","ya","ya","sctv","rcti","trans7","net"
"Fitzgerald, Karlin","M","26 - 30 th","SUM 2","Super","ya","ya","sctv","trans7","inews","trans tv"
"Warnes, Angelina","M","> 30 th","Jateng","Mid","tidak","tidak","trans7","net","mnc tv","trans tv"
"Riley, Francis","M","16 - 20 th","PUMA","Mid","ya","ya","trans tv","indosiar","net","sctv"
"Marlow, Bayasgalan","F","26 - 30 th","Jateng","Up1","ya","ya","net","sctv","trans tv","inews"
"al-Asmar, Mawhiba","F","16 - 20 th","Jateng","Super","ya","ya","trans tv","sctv","mnc tv","rcti"
"Ramirez, Jessica","M","> 30 th","Jabodetabek","Up1","tidak","ya","trans7","net","tv one","mnc tv"
"Tulga, Jaydon","F","16 - 20 th","Jabar","Up2","tidak","tidak","net","inews","rcti","sctv"
"Valdez, Allyzon","F","21 - 25 th","SUM 2","Mid","tidak","ya","sctv","mnc tv","trans7","inews"
"el-Basa, Qisma","F","21 - 25 th","SUM 2","Super","ya","tidak","rcti","inews","net","mnc tv"
"Hampton, Domenic","F","26 - 30 th","Jabar","Mid","tidak","ya","trans tv","trans7","sctv","net"
"el-Basa, Qamraaa","M","21 - 25 th","Kalimantan","Mid","tidak","ya","indosiar","rcti","trans tv","sctv"
"Bamba, Kevin","F","21 - 25 th","Jabodetabek","Mid","ya","ya","net","rcti","mnc tv","trans7"
"al-Hosein, Mubarak","F","21 - 25 th","Jabar","Up1","ya","ya","tv one","rcti","trans7","inews"
"White, Alexandra","F","> 30 th","Jabodetabek","Super","ya","ya","indosiar","sctv","net","rcti"
"Sherer, Scottie","F","21 - 25 th","Jabodetabek","Up1","ya","tidak","trans tv","net","rcti","trans7"
"Saunders, Jakeob","M","26 - 30 th","Jabodetabek","Up1","tidak","tidak","rcti","net","sctv","indosiar"
"Leil, Delilah","M","26 - 30 th","PUMA","Mid","tidak","ya","tv one","rcti","trans7","mnc tv"
"el-Hatem, Abeer","M","26 - 30 th","Jabar","Mid","tidak","ya","trans7","mnc tv","trans tv","rcti"
"Torres, Karlena","F","16 - 20 th","SUM 2","Super","ya","ya","trans tv","net","mnc tv","sctv"
"el-Jafari, Shabeeba","F","21 - 25 th","Jateng","Mid","ya","ya","rcti","net","trans7","inews"
"Lazcano, Lourdes","F","16 - 20 th","Jabodetabek","Mid","ya","ya","rcti","trans tv","sctv","indosiar"
"Newton, Drake","M","16 - 20 th","SUM 2","Mid","ya","ya","sctv","trans7","net","trans tv"
"Qi, Braydon","M","21 - 25 th","Jabar","Super","ya","ya","trans tv","mnc tv","net","tv one"
"Kerns, Forrest","F","21 - 25 th","Jabodetabek","Super","ya","ya","trans7","net","sctv","trans tv"
"el-Reza, Muneef","F","16 - 20 th","SUM 1","Up2","tidak","ya","sctv","trans tv","inews","trans7"
"Lopez De La Cruz, Jose","F","21 - 25 th","Jateng","Up2","tidak","ya","trans7","mnc tv","net","trans tv"
"Guevara, Sophia","M","16 - 20 th","PUMA","Mid","ya","ya","trans tv","trans7","rcti","sctv"
"al-Farooqui, Abdul Waahid","F","26 - 30 th","Sulawesi","Up1","ya","tidak","trans7","mnc tv","trans tv","sctv"
"Black, Austin","M","26 - 30 th","Jabodetabek","Super","ya","ya","inews","mnc tv","trans7","sctv"
"al-Farran, Faadi","M","11 - 15 th","Jateng","Super","ya","ya","trans7","rcti","indosiar","net"
"el-Shaer, Hamza","F","> 30 th","Jatim","Super","tidak","ya","tv one","net","trans7","indosiar"
"al-Farran, Saabiqa","M","16 - 20 th","Jabodetabek","Up1","tidak","ya","net","tv one","trans7","sctv"
"Lucio, Aide","F","21 - 25 th","Jateng","Up1","ya","tidak","trans7","mnc tv","trans tv","net"
"Vargas, Alexander","F","26 - 30 th","SUM 1","Mid","tidak","tidak","inews","net","trans7","rcti"
"el-Hussein, Fikriyya","M","26 - 30 th","Jateng","Up2","ya","tidak","trans7","indosiar","rcti","net"
"al-Sami, Aamir","M","11 - 15 th","PUMA","Mid","ya","ya","indosiar","rcti","sctv","trans7"
"Briggs, Samuel","F","26 - 30 th","Jabodetabek","Up1","ya","ya","trans tv","rcti","trans7","inews"
"Scaife, Davante","M","21 - 25 th","Jabodetabek","Super","tidak","ya","trans7","net","trans tv","mnc tv"
"Muncher, Kunita","F","21 - 25 th","BARA","Mid","tidak","ya","sctv","net","trans7","inews"
